ETS-ID,Year,City,Name,Fueltype,Generation elec. [MWh_el],Generation heat [MWh_th],Capacity factor,Emissions (total) [t],Emissions (elec.) [t],Emissions (heat) [t],Emission factor [t/MWh_el],Utilization ratio [MWh_el/MWh/th]
1419,2017,Helmstedt,Buschhaus,lignite,0.000,0.000,0.000,3.000,3.000,0.000,,0.000
1419,2018,Helmstedt,Buschhaus,lignite,0.000,0.000,0.000,127.000,127.000,0.000,,0.000
1419,2019,Helmstedt,Buschhaus,lignite,0.000,0.000,0.000,48.000,48.000,0.000,,0.000
1419,2020,Helmstedt,Buschhaus,lignite,0.000,0.000,0.000,0.000,0.000,0.000,,
1419,2021,Helmstedt,Buschhaus,lignite,0.000,0.000,0.000,0.000,0.000,0.000,,
1419,2022,Helmstedt,Buschhaus,lignite,0.000,0.000,0.000,0.000,0.000,0.000,,
1409,2016,Herdecke,Cuno HKW Herdecke,NG,429315.983,37661.409,0.116,188248.000,179801.299,8446.701,0.419,0.480
1409,2017,Herdecke,Cuno HKW Herdecke,NG,490275.000,37661.318,0.132,192392.000,183945.320,8446.680,0.375,0.536
1409,2018,Herdecke,Cuno HKW Herdecke,NG,461604.000,37661.439,0.124,182013.000,173566.293,8446.707,0.376,0.535
1409,2019,Herdecke,Cuno HKW Herdecke,NG,991632.000,37635.142,0.267,375089.000,366648.190,8440.810,0.370,0.544
1409,2020,Herdecke,Cuno HKW Herdecke,NG,1358468.641,37629.225,0.366,532144.000,523704.517,8439.483,0.386,0.521
1409,2021,Herdecke,Cuno HKW Herdecke,NG,1110705.000,36949.066,0.299,409898.000,401611.063,8286.937,0.362,0.556
1409,2022,Herdecke,Cuno HKW Herdecke,NG,877719.000,53974.745,0.236,357317.000,345211.544,12105.456,0.393,0.511
208968,2016,Datteln,Datteln,hard coal,0.000,,0.000,0.000,,,,
208968,2017,Datteln,Datteln,hard coal,1.000,,0.000,152770.000,,,,
208968,2018,Datteln,Datteln,hard coal,0.000,,0.000,6604.000,,,,
208968,2019,Datteln,Datteln,hard coal,1495.000,,0.000,38028.000,,,,
208968,2020,Datteln,Datteln,hard coal,2275756.000,,0.247,1959460.000,,,,
208968,2021,Datteln,Datteln,hard coal,4696684.000,,0.510,3815258.000,,,,
208968,2022,Datteln,Datteln,hard coal,4558556.000,,0.495,3823696.000,,,,
1485,2016,Dormagen,Dormagen,NG,1290593.000,2123299.048,0.251,1585620.000,1109406.490,476213.510,0.860,0.234
1485,2017,Dormagen,Dormagen,NG,947435.000,2123299.369,0.185,1388788.000,912574.417,476213.583,0.963,0.209
1485,2018,Dormagen,Dormagen,NG,621111.000,2123299.045,0.121,1060583.000,584369.490,476213.510,0.941,0.214
1485,2019,Dormagen,Dormagen,NG,846733.000,2123277.298,0.165,1229238.000,753029.368,476208.632,0.889,0.226
1485,2020,Dormagen,Dormagen,NG,727081.000,2123280.338,0.142,1123777.000,647567.686,476209.314,0.891,0.226
1485,2021,Dormagen,Dormagen,NG,523880.000,1088062.877,0.102,1063848.000,819817.258,244030.742,1.565,0.128
1485,2022,Dormagen,Dormagen,NG,389290.000,1099563.107,0.076,973948.000,727337.986,246610.014,1.868,0.108
1411,2016,Hamborn,Duisburg-Hamborn,BFG,369529.934,788417.758,0.422,2070524.000,1893697.665,176826.335,5.125,0.182
1411,2017,Hamborn,Duisburg-Hamborn,BFG,468126.000,788416.695,0.534,2001687.000,1824860.904,176826.096,3.898,0.239
1411,2018,Hamborn,Duisburg-Hamborn,BFG,457332.207,788420.475,0.522,1948081.000,1771254.056,176826.944,3.873,0.241
1411,2019,Hamborn,Duisburg-Hamborn,BFG,425450.000,788419.424,0.486,1999936.000,1823109.292,176826.708,4.285,0.217
1411,2020,Hamborn,Duisburg-Hamborn,BFG,433929.392,788418.331,0.495,1976698.000,1799871.537,176826.463,4.148,0.225
1411,2021,Hamborn,Duisburg-Hamborn,BFG,169801.000,255007.613,0.194,1481644.000,1424450.893,57193.107,8.389,0.111
1411,2022,Hamborn,Duisburg-Hamborn,BFG,509936.000,256490.671,0.582,1872039.000,1814513.272,57525.728,3.558,0.262
1850,2016,Hamborn,Duisburg-Hamborn,BFG,1112312.314,,0.564,2559445.000,,,,
1850,2017,Hamborn,Duisburg-Hamborn,BFG,1361636.000,,0.691,2832910.000,,,,
1850,2018,Hamborn,Duisburg-Hamborn,BFG,1332875.155,,0.676,2587692.000,,,,
1850,2019,Hamborn,Duisburg-Hamborn,BFG,1498911.000,,0.760,3143109.000,,,,
1850,2020,Hamborn,Duisburg-Hamborn,BFG,1174534.551,,0.596,2468646.000,,,,
1850,2021,Hamborn,Duisburg-Hamborn,BFG,1180097.000,,0.599,2406635.000,,,,
1850,2022,Hamborn,Duisburg-Hamborn,BFG,1031344.000,,0.523,2066398.000,,,,
1174,2016,Duisburg,HKW Wanheim,NG,927267.000,146971.893,0.452,460594.000,427631.144,32962.856,0.461,0.436
1174,2017,Duisburg,HKW Wanheim,NG,994624.000,587917.609,0.485,439802.000,307943.839,131858.161,0.310,0.649
1174,2018,Duisburg,HKW Wanheim,NG,816711.000,587950.449,0.398,422652.000,290786.473,131865.527,0.356,0.565
1174,2019,Duisburg,HKW Wanheim,NG,999802.000,587853.195,0.488,470426.000,338582.285,131843.715,0.339,0.594
1174,2020,Duisburg,HKW Wanheim,NG,1144335.000,587911.666,0.558,516350.000,384493.172,131856.828,0.336,0.598
1174,2021,Duisburg,HKW Wanheim,NG,833934.000,711575.596,0.407,404203.000,244610.825,159592.175,0.293,0.685
1174,2022,Duisburg,HKW Wanheim,NG,543233.000,1041047.532,0.265,260805.000,27318.860,233486.140,0.050,3.997
1415,2016,Duisburg,Duisburg-Ruhrort,BFG,810790.826,8641.754,0.561,4396101.000,4394162.827,1938.173,5.420,0.172
1415,2017,Duisburg,Duisburg-Ruhrort,BFG,1034637.000,8645.225,0.716,3625702.000,3623763.049,1938.951,3.502,0.266
1415,2018,Duisburg,Duisburg-Ruhrort,BFG,890575.664,8643.944,0.616,3556180.000,3554241.336,1938.664,3.991,0.234
1415,2019,Duisburg,Duisburg-Ruhrort,BFG,206590.000,8642.613,0.143,2286362.000,2284423.635,1938.365,11.058,0.084
1415,2020,Duisburg,Duisburg-Ruhrort,BFG,639514.295,8641.230,0.442,2214436.000,2212497.945,1938.055,3.460,0.269
1415,2021,Duisburg,Duisburg-Ruhrort,BFG,977647.000,42294.906,0.676,3105846.000,3096360.099,9485.901,3.167,0.294
1415,2022,Duisburg,Duisburg-Ruhrort,BFG,662909.000,42548.518,0.459,2470829.000,2461286.218,9542.782,3.713,0.251
1479,2016,Lingen,Emsland,NG,3799083.000,355329.368,0.238,1691666.000,1611972.729,79693.271,0.424,0.474
1479,2017,Lingen,Emsland,NG,4304620.000,355329.402,0.270,1694185.000,1614491.722,79693.278,0.375,0.536
1479,2018,Lingen,Emsland,NG,3044703.000,355329.368,0.191,1184094.000,1104400.729,79693.271,0.363,0.554
1479,2019,Lingen,Emsland,NG,4916220.000,355334.239,0.308,1933788.000,1854093.637,79694.363,0.377,0.533
1479,2020,Lingen,Emsland,NG,5232317.000,355334.152,0.328,2120000.000,2040305.656,79694.344,0.390,0.515
1479,2021,Lingen,Emsland,NG,3676568.000,308634.926,0.231,1389004.000,1319783.359,69220.641,0.359,0.560
1479,2022,Lingen,Emsland,NG,3638322.000,310431.197,0.228,1369575.000,1299951.491,69623.509,0.357,0.563
969,2016,Wilhelmshaven,Wilhelmshaven (Uniper),hard coal,2974443.000,6551.542,0.449,2811433.000,2809963.620,1469.380,0.945,0.357
969,2017,Wilhelmshaven,Wilhelmshaven (Uniper),hard coal,1449279.000,6554.146,0.219,1322071.000,1320601.036,1469.964,0.911,0.370
969,2018,Wilhelmshaven,Wilhelmshaven (Uniper),hard coal,1760935.000,6550.698,0.266,1629777.000,1628307.809,1469.191,0.925,0.364
969,2019,Wilhelmshaven,Wilhelmshaven (Uniper),hard coal,467796.000,6523.951,0.071,429912.000,428448.808,1463.192,0.916,0.368
969,2020,Wilhelmshaven,Wilhelmshaven (Uniper),hard coal,544292.000,6522.941,0.082,550120.000,548657.035,1462.965,1.008,0.334
969,2021,Wilhelmshaven,Wilhelmshaven (Uniper),hard coal,625274.538,0.000,0.094,482960.000,482960.000,0.000,0.772,0.436
969,2022,Wilhelmshaven,Wilhelmshaven (Uniper),hard coal,0.000,0.000,0.000,4418.000,4418.000,0.000,,0.000
1446,2016,Nuernberg,Franken I,NG,230663.000,,0.032,124658.000,,,,
1446,2017,Nuernberg,Franken I,NG,434355.000,,0.060,227471.000,,,,
1446,2018,Nuernberg,Franken I,NG,225065.000,,0.031,124909.000,,,,
1446,2019,Nuernberg,Franken I,NG,160377.000,,0.022,88417.000,,,,
1446,2020,Nuernberg,Franken I,NG,186995.000,,0.026,101205.000,,,,
1446,2021,Nuernberg,Franken I,NG,152501.000,,0.021,87777.000,,,,
1446,2022,Nuernberg,Franken I,NG,167409.000,,0.023,107239.000,,,,
1605,2016,Grevenbroich-Frimmersdorf,Frimmersdorf,lignite,2718916.000,46996.011,0.535,4353370.000,4342829.735,10540.265,1.597,0.255
1605,2017,Grevenbroich-Frimmersdorf,Frimmersdorf,lignite,2621993.000,46992.687,0.516,3582337.000,3571797.480,10539.520,1.362,0.299
1605,2018,Grevenbroich-Frimmersdorf,Frimmersdorf,lignite,0.000,46997.079,0.000,293.000,-10247.505,10540.505,,-0.000
1605,2019,Grevenbroich-Frimmersdorf,Frimmersdorf,lignite,0.000,46987.455,0.000,337.000,-10201.346,10538.346,,-0.000
1605,2020,Grevenbroich-Frimmersdorf,Frimmersdorf,lignite,0.000,46969.567,0.000,273.000,-10261.335,10534.335,,-0.000
1605,2021,Grevenbroich-Frimmersdorf,Frimmersdorf,lignite,0.000,0.000,0.000,80.000,80.000,0.000,,0.000
1605,2022,Grevenbroich-Frimmersdorf,Frimmersdorf,lignite,0.000,0.000,0.000,0.000,0.000,0.000,,
1207,2016,Vohburg,Irsching,mixed,120993.000,14796.606,0.011,55799.000,52480.417,3318.583,0.434,
1207,2017,Vohburg,Irsching,mixed,115715.000,14797.581,0.010,50845.000,47526.199,3318.801,0.411,
1207,2018,Vohburg,Irsching,mixed,17269.000,14796.291,0.002,13782.000,10463.488,3318.512,0.606,
1207,2019,Vohburg,Irsching,mixed,33483.000,14777.882,0.003,21322.000,18007.617,3314.383,0.538,
1207,2020,Vohburg,Irsching,mixed,1054083.000,14762.699,0.095,383913.000,380602.022,3310.978,0.361,
1207,2021,Vohburg,Irsching,mixed,2404087.000,,0.218,854657.000,,,,
1207,2022,Vohburg,Irsching,mixed,1693963.000,,0.153,663669.000,,,,
4148,2016,Vohburg,Irsching,NG,83772.000,5100.123,0.017,29939.000,28795.144,1143.856,0.344,0.585
4148,2017,Vohburg,Irsching,NG,17793.000,5097.094,0.004,7473.000,6329.824,1143.176,0.356,0.565
4148,2018,Vohburg,Irsching,NG,6821.000,5094.681,0.001,2695.000,1552.365,1142.635,0.228,0.883
4148,2019,Vohburg,Irsching,NG,4199.000,5093.352,0.001,2209.000,1066.663,1142.337,0.254,0.791
4148,2020,Vohburg,Irsching,NG,680735.000,5110.951,0.139,233709.000,232562.716,1146.284,0.342,0.588
4148,2021,Vohburg,Irsching,NG,1783315.000,,0.363,610943.000,,,,
4148,2022,Vohburg,Irsching,NG,804592.000,,0.164,440528.000,,,,
1210,2016,Kiel,Kiel (Gemeinschaftskraftwerk),hard coal,1121756.000,816338.422,0.396,1212574.000,1029485.619,183088.381,0.918,0.367
1210,2017,Kiel,Kiel (Gemeinschaftskraftwerk),hard coal,1047315.000,816338.430,0.370,1116575.000,933486.617,183088.383,0.891,0.378
1210,2018,Kiel,Kiel (Gemeinschaftskraftwerk),hard coal,1159302.000,816338.419,0.410,1251101.000,1068012.619,183088.381,0.921,0.366
1210,2019,Kiel,Kiel (Gemeinschaftskraftwerk),hard coal,366425.000,816110.601,0.130,415608.000,232570.714,183037.286,0.635,0.531
1210,2020,Kiel,Kiel (Gemeinschaftskraftwerk),hard coal,0.000,0.000,0.000,0.000,0.000,0.000,,
1210,2021,Kiel,Kiel (Gemeinschaftskraftwerk),hard coal,0.000,0.000,0.000,0.000,0.000,0.000,,
1210,2022,Kiel,Kiel (Gemeinschaftskraftwerk),hard coal,0.000,0.000,0.000,0.000,0.000,0.000,,
1481,2016,Werne,Gersteinwerk,mixed,2942137.000,,0.172,1305.000,,,,
1481,2017,Werne,Gersteinwerk,mixed,1938757.000,,0.114,24671.000,,,,
1481,2018,Werne,Gersteinwerk,mixed,1986654.000,,0.116,14640.000,,,,
1481,2019,Werne,Gersteinwerk,mixed,327184.000,,0.019,79635.000,,,,
1481,2020,Werne,Gersteinwerk,mixed,22281.000,,0.001,147834.000,,,,
1481,2021,Werne,Gersteinwerk,mixed,8439.000,,0.000,21329.000,,,,
1481,2022,Werne,Gersteinwerk,mixed,7827.000,,0.000,15463.000,,,,
1387,2016,Hannover,Stoecken (GKH),hard coal,1564587.000,1030045.018,0.657,1667128.000,1436109.503,231018.497,0.918,0.367
1387,2017,Hannover,Stoecken (GKH),hard coal,1463116.000,1030032.854,0.614,1590978.000,1359962.232,231015.768,0.929,0.362
1387,2018,Hannover,Stoecken (GKH),hard coal,1517745.000,1030048.303,0.637,1630746.000,1399726.767,231019.233,0.922,0.365
1387,2019,Hannover,Stoecken (GKH),hard coal,1056404.000,1029810.827,0.443,1209372.000,978406.028,230965.972,0.926,0.364
1387,2020,Hannover,Stoecken (GKH),hard coal,891258.000,1029761.922,0.374,1057616.000,826660.996,230955.004,0.928,0.363
1387,2021,Hannover,Stoecken (GKH),hard coal,1178065.000,628422.050,0.494,1354944.000,1214001.503,140942.497,1.031,0.327
1387,2022,Hannover,Stoecken (GKH),hard coal,1550777.000,817893.239,0.651,1697240.000,1513802.904,183437.096,0.976,0.345
1450,2016,Altbach,HKW Altbach-Deizisau,hard coal,1942298.000,574018.595,0.288,1919622.000,1790881.110,128740.890,0.922,0.365
1450,2017,Altbach,HKW Altbach-Deizisau,hard coal,1199377.000,574018.236,0.178,1250276.000,1121535.190,128740.810,0.935,0.360
1450,2018,Altbach,HKW Altbach-Deizisau,hard coal,1123306.000,574018.681,0.167,1260650.000,1131909.090,128740.910,1.008,0.334
1450,2019,Altbach,HKW Altbach-Deizisau,hard coal,814173.000,573910.222,0.121,1009162.000,880445.415,128716.585,1.081,0.311
1450,2020,Altbach,HKW Altbach-Deizisau,hard coal,565414.000,573893.598,0.084,722621.000,593908.144,128712.856,1.050,0.321
1450,2021,Altbach,HKW Altbach-Deizisau,hard coal,986100.000,270539.467,0.146,1184730.000,1124053.408,60676.592,1.140,0.295
1450,2022,Altbach,HKW Altbach-Deizisau,hard coal,1147426.000,335930.476,0.170,1536543.000,1461200.513,75342.487,1.273,0.264
739,2016,Dresden,HKW Dresden Nossener Bruecke,NG,1478782.000,1721272.799,0.649,752872.000,366824.937,386047.063,0.248,0.810
739,2017,Dresden,HKW Dresden Nossener Bruecke,NG,1439831.000,1721262.092,0.632,741516.000,355471.338,386044.662,0.247,0.814
739,2018,Dresden,HKW Dresden Nossener Bruecke,NG,1370216.000,1721276.250,0.602,724518.000,338470.163,386047.837,0.247,0.814
739,2019,Dresden,HKW Dresden Nossener Bruecke,NG,1410930.000,1720795.635,0.619,725752.000,339811.955,385940.045,0.241,0.835
739,2020,Dresden,HKW Dresden Nossener Bruecke,NG,1394206.000,1720698.911,0.612,713976.000,328057.648,385918.352,0.235,0.854
739,2021,Dresden,HKW Dresden Nossener Bruecke,NG,1463553.000,1766121.707,0.643,770563.000,374457.223,396105.777,0.256,0.786
739,2022,Dresden,HKW Dresden Nossener Bruecke,NG,1124560.000,2582695.511,0.494,616282.000,37035.051,579246.949,0.033,6.103
1452,2016,Heilbronn,HKW Heilbronn,hard coal,2389285.000,294847.704,0.351,2388302.000,2322173.557,66128.443,0.972,0.347
1452,2017,Heilbronn,HKW Heilbronn,hard coal,2386609.000,294734.689,0.350,2394697.000,2328593.904,66103.096,0.976,0.345
1452,2018,Heilbronn,HKW Heilbronn,hard coal,2860319.000,294875.320,0.420,2712379.000,2646244.363,66134.637,0.925,0.364
1452,2019,Heilbronn,HKW Heilbronn,hard coal,1263654.000,295295.555,0.185,1338801.000,1272572.113,66228.887,1.007,0.334
1452,2020,Heilbronn,HKW Heilbronn,hard coal,500508.000,296310.292,0.073,637633.000,571176.528,66456.472,1.141,0.295
1452,2021,Heilbronn,HKW Heilbronn,hard coal,2174780.000,303535.535,0.319,2110585.000,2042508.050,68076.950,0.939,0.359
1452,2022,Heilbronn,HKW Heilbronn,hard coal,1790164.000,380683.031,0.263,1914021.000,1828641.410,85379.590,1.021,0.330
1095,2016,Duesseldorf,Lausward,NG,2708396.000,659891.574,0.311,1076256.000,928255.518,148000.482,0.343,0.586
1095,2017,Duesseldorf,Lausward,NG,2875607.000,659890.746,0.330,1041684.000,893683.703,148000.297,0.311,0.647
1095,2018,Duesseldorf,Lausward,NG,3065741.000,659891.840,0.352,1107614.000,959613.458,148000.542,0.313,0.642
1095,2019,Duesseldorf,Lausward,NG,3178007.000,659708.542,0.365,1144305.000,996345.568,147959.432,0.314,0.641
1095,2020,Duesseldorf,Lausward,NG,3856165.000,659652.332,0.442,1377984.000,1230037.175,147946.825,0.319,0.630
1095,2021,Duesseldorf,Lausward,NG,2926674.000,996284.031,0.336,1089909.000,866462.418,223446.582,0.296,0.679
1095,2022,Duesseldorf,Lausward,NG,2382175.000,1456842.202,0.273,915963.000,589222.431,326740.569,0.247,0.813
1444,2016,Leipzig,HKW Leipzig-Nord,NG,574864.000,406467.762,0.393,304146.000,212983.410,91162.590,0.370,0.543
1444,2017,Leipzig,HKW Leipzig-Nord,NG,441037.000,812981.784,0.301,230005.000,47669.445,182335.555,0.108,1.860
1444,2018,Leipzig,HKW Leipzig-Nord,NG,337448.000,813031.691,0.231,182266.000,-80.748,182346.748,-0.000,-839.987
1444,2019,Leipzig,HKW Leipzig-Nord,NG,421543.000,812898.914,0.288,225373.000,43056.032,182316.968,0.102,1.968
1444,2020,Leipzig,HKW Leipzig-Nord,NG,516162.000,812962.742,0.353,273994.000,91662.716,182331.284,0.178,1.132
1444,2021,Leipzig,HKW Leipzig-Nord,NG,232103.078,601234.847,0.159,158218.000,23373.048,134844.952,0.101,1.996
1444,2022,Leipzig,HKW Leipzig-Nord,NG,0.000,879615.711,0.000,189968.000,-7312.212,197280.212,,-0.000
750,2016,Muenchen,Sued,NG,,,,1623.000,,,,
750,2017,Muenchen,Sued,NG,,,,2528.000,,,,
750,2018,Muenchen,Sued,NG,,,,538.000,,,,
750,2019,Muenchen,Sued,NG,,,,,,,,
750,2020,Muenchen,Sued,NG,,,,,,,,
750,2021,Muenchen,Sued,NG,,,,,,,,
750,2022,Muenchen,Sued,NG,,,,,,,,
1276,2016,Koeln,HKW Merkenich,NG,183529.339,738806.611,0.190,455743.000,290043.453,165699.547,1.580,0.127
1276,2017,Koeln,HKW Merkenich,NG,205947.000,738805.057,0.214,537244.000,371544.802,165699.198,1.804,0.111
1276,2018,Koeln,HKW Merkenich,NG,117470.000,738806.918,0.122,538186.000,372486.384,165699.616,3.171,0.063
1276,2019,Koeln,HKW Merkenich,NG,597.000,738696.250,0.001,366508.000,200833.205,165674.795,336.404,0.001
1276,2020,Koeln,HKW Merkenich,NG,22135.000,738681.494,0.023,329476.000,163804.515,165671.485,7.400,0.027
1276,2021,Koeln,HKW Merkenich,NG,42957.000,421733.540,0.045,348816.000,254229.602,94586.398,5.918,0.034
1276,2022,Koeln,HKW Merkenich,NG,0.000,493355.242,0.000,358932.000,248282.286,110649.714,,0.000
1279,2016,Koeln,Niehl,NG,3548542.413,826005.941,0.468,1470182.000,1284925.388,185256.612,0.362,0.555
1279,2017,Koeln,Niehl,NG,4210974.000,825999.364,0.555,1519145.000,1333889.863,185255.137,0.317,0.635
1279,2018,Koeln,Niehl,NG,3342000.000,826008.060,0.441,1250341.000,1065083.912,185257.088,0.319,0.631
1279,2019,Koeln,Niehl,NG,4962318.000,825787.468,0.654,1762167.000,1576959.387,185207.613,0.318,0.632
1279,2020,Koeln,Niehl,NG,3459272.000,825731.926,0.456,1605387.000,1420191.844,185195.156,0.411,0.490
1279,2021,Koeln,Niehl,NG,3646441.000,1255728.552,0.481,1437843.000,1156208.200,281634.800,0.317,0.634
1279,2022,Koeln,Niehl,NG,2630043.783,1836327.413,0.347,1059082.000,647230.488,411851.512,0.246,0.817
1746,2016,Saarbruecken,HKW Roemerbrueke,NG,0.000,435948.232,0.000,149843.000,52068.530,97774.470,,0.000
1746,2017,Saarbruecken,HKW Roemerbrueke,NG,0.000,435948.174,0.000,173819.000,76044.544,97774.456,,0.000
1746,2018,Saarbruecken,HKW Roemerbrueke,NG,0.000,435948.251,0.000,174677.000,76902.526,97774.474,,0.000
1746,2019,Saarbruecken,HKW Roemerbrueke,NG,0.000,435841.365,0.000,216629.000,118878.499,97750.501,,0.000
1746,2020,Saarbruecken,HKW Roemerbrueke,NG,0.000,435797.023,0.000,163843.000,66102.444,97740.556,,0.000
1746,2021,Saarbruecken,HKW Roemerbrueke,NG,0.000,511597.426,0.000,185573.000,70831.929,114741.071,,0.000
1746,2022,Saarbruecken,HKW Roemerbrueke,NG,0.000,748123.861,0.000,156876.000,-10913.220,167789.220,,-0.000
1515,2016,Wolfsburg,HKW West,hard coal,1688209.000,701580.618,0.693,1797455.000,1640104.499,157350.501,0.972,0.347
1515,2017,Wolfsburg,HKW West,hard coal,1625455.000,701580.938,0.667,1721936.000,1564585.427,157350.573,0.963,0.350
1515,2018,Wolfsburg,HKW West,hard coal,1588348.000,701580.588,0.652,1688622.000,1531271.506,157350.494,0.964,0.349
1515,2019,Wolfsburg,HKW West,hard coal,1529119.000,701536.909,0.628,1668927.000,1511586.302,157340.698,0.989,0.341
1515,2020,Wolfsburg,HKW West,hard coal,1404694.000,701531.734,0.577,1514435.000,1357095.463,157339.537,0.966,0.349
1515,2021,Wolfsburg,HKW West,hard coal,1359788.000,275993.283,0.558,1503809.000,1441909.226,61899.774,1.060,0.318
1515,2022,Wolfsburg,HKW West,hard coal,1086183.000,293211.448,0.446,1310553.000,1244791.536,65761.464,1.146,0.294
1291,2016,Petershagen,Heyden,hard coal,3369017.000,1918.289,0.440,3004101.000,3003670.766,430.234,0.892,0.378
1291,2017,Petershagen,Heyden,hard coal,2221875.000,1927.158,0.290,1977821.000,1977388.777,432.223,0.890,0.378
1291,2018,Petershagen,Heyden,hard coal,1914212.000,1927.507,0.250,1744340.000,1743907.699,432.301,0.911,0.370
1291,2019,Petershagen,Heyden,hard coal,667080.000,1927.024,0.087,645248.000,644815.807,432.193,0.967,0.348
1291,2020,Petershagen,Heyden,hard coal,948088.000,1925.045,0.124,901613.000,901181.251,431.749,0.951,0.354
1291,2021,Petershagen,Heyden,hard coal,110031.000,,0.014,323231.000,,,,
1291,2022,Petershagen,Heyden,hard coal,692524.000,,0.090,1382813.000,,,,
1486,2016,Duisburg-Huckingen,Huckingen,BFG,1789380.000,14644.723,0.340,2898255.000,2894970.482,3284.518,1.618,0.576
1486,2017,Duisburg-Huckingen,Huckingen,BFG,2321469.000,14649.444,0.442,3221175.000,3217889.423,3285.577,1.386,0.672
1486,2018,Duisburg-Huckingen,Huckingen,BFG,1972299.000,14643.188,0.375,2765043.000,2761758.826,3284.174,1.400,0.666
